gene,umap1,umap2,program
Gohir.A05G002200,14.479721,2.4969053,10
Gohir.A05G353800,10.764779,5.3902745,10
Gohir.A05G262200,-3.9846056,2.8534172,9
Gohir.A11G152100,12.451616,3.494558,10
Gohir.A13G205000,-1.6143066,-2.7686555,1
Gohir.D12G156700,-4.56975,-2.2315369,1
Gohir.D09G010900,13.635517,0.8929263,0
Gohir.D09G055100,13.6868725,7.3584657,7
Gohir.D09G000101,14.4500475,1.7566533,10
Gohir.D07G007100,-7.0415487,-0.60647905,1
Gohir.D05G022900,9.948657,4.720634,10
Gohir.D10G080900,-6.1045957,-1.581003,1
Gohir.D07G207800,13.1707735,3.6759825,10
Gohir.A04G104700,12.735402,1.5225319,10
Gohir.D05G352000,13.523847,7.117177,7
Gohir.D01G078700,-3.6491,0.5543065,1
Gohir.A06G123400,14.991048,2.9427147,10
Gohir.D13G094700,14.310739,3.1559217,10
Gohir.D04G162200,-4.469049,-3.2115135,6
Gohir.A12G232500,13.0187845,4.8840375,10
Gohir.A08G159900,11.867377,-0.16208844,0
Gohir.D08G177600,-5.742931,-1.1743745,1
Gohir.A06G107800,-3.2468696,-3.097346,6
Gohir.D03G066300,-3.4357271,-2.856471,6
Gohir.A05G213900,11.166381,4.2370343,10
Gohir.D12G089200,-5.9876423,-2.918004,1
Gohir.A12G246200,-3.2165363,0.49691772,4
Gohir.A01G104300,12.634141,3.1688201,10
Gohir.1Z049499,12.942885,4.4423313,10
Gohir.A02G002600,11.821919,6.3885627,10
Gohir.D11G081700,13.113948,1.5804431,10
Gohir.D11G151700,-6.6081176,0.22423549,1
Gohir.A03G149300,9.219773,-0.18398193,0
Gohir.D05G167100,-4.3804703,-2.7044508,1
Gohir.A01G179600,-6.706542,-1.6658281,1
Gohir.A05G276000,-5.3979216,4.2983484,9
Gohir.D03G039100,10.650467,5.486408,10
Gohir.D09G023700,-4.4201937,-1.6548364,1
Gohir.D10G245700,-5.49628,-1.348365,1
Gohir.A05G387000,13.391526,3.6519628,10
Gohir.D13G014400,12.125908,5.7168183,10
Gohir.D02G230700,11.816915,3.5798228,10
Gohir.A13G226400,10.089506,5.6954064,10
Gohir.D06G144700,10.206079,7.35621,7
Gohir.D13G067600,12.484802,2.5876353,10
Gohir.A05G229600,-5.085704,-3.8191314,6
Gohir.D12G053300,-5.2434554,-0.06333425,1
Gohir.D09G113600,-5.105764,0.13851246,1
Gohir.A05G280800,9.204672,1.0313723,0
Gohir.A03G172600,10.69871,5.468013,10
Gohir.A07G009100,10.730947,-0.17951828,0
Gohir.A08G042300,14.302906,2.0130897,10
Gohir.D09G177400,10.188855,5.953145,10
Gohir.D12G221800,-2.8017647,3.524882,5
Gohir.D10G230651,-4.6714845,-2.6196575,6
Gohir.A08G070800,12.956185,4.965489,10
Gohir.D07G194700,11.48285,5.549759,10
Gohir.D02G143200,-1.8634875,0.46125028,4
Gohir.A11G216900,11.9632635,5.084275,10
Gohir.D09G015000,13.808076,4.4530816,10
Gohir.D07G130300,-6.4985414,3.4292302,9
Gohir.A06G032680,-5.7472672,3.7933118,9
Gohir.D05G205600,8.340028,1.9595273,3
Gohir.A01G067600,-6.505309,2.4274335,9
Gohir.D02G017700,-5.3905888,-0.6776993,1
Gohir.A04G122900,11.514208,6.3182745,7
Gohir.D11G312600,-2.7754636,-2.5755196,6
Gohir.A05G060400,-5.69185,-1.3183862,1
Gohir.A03G141600,-5.197782,2.9136014,9
Gohir.A05G001400,-6.212463,2.9075308,9
Gohir.A02G108505,-4.6747932,-1.1397148,1
Gohir.D06G064100,-3.8402133,-3.035057,6
Gohir.A13G189600,-5.031024,-2.969115,1
Gohir.A13G163600,10.720841,3.1211035,10
Gohir.A10G015900,-2.0272665,-4.5529213,6
Gohir.A05G363100,-6.3384485,0.52923447,1
Gohir.A01G198000,-5.765866,-1.5146445,1
Gohir.A07G002500,9.063572,1.7759476,10
Gohir.D05G133600,-2.6311226,-2.3106043,6
Gohir.D09G032500,-6.548727,-1.1525975,1
Gohir.D03G170800,-6.2054734,-2.166412,1
Gohir.A01G022900,10.297251,1.783052,10
Gohir.D06G083601,-2.7469597,-0.706807,6
Gohir.A09G246000,13.179836,2.6345308,10
Gohir.A01G081100,9.651467,0.78146434,3
Gohir.A13G199600,11.474118,4.1397276,10
Gohir.D03G048300,13.844496,4.9978085,10
Gohir.A10G030400,11.917258,3.8125327,10
Gohir.A12G259500,-5.973792,-0.78125966,1
Gohir.A03G118700,9.825665,5.1950574,10
Gohir.A02G162000,-4.578384,1.008197,1
Gohir.D10G239200,-3.3791723,2.7431436,9
Gohir.D03G095300,12.572701,0.90582454,0
Gohir.A08G246300,-0.4365836,-2.3013978,2
Gohir.D03G030500,-2.959084,-2.2009387,6
Gohir.D09G145000,12.477667,0.9844913,0
Gohir.A09G198450,11.476205,1.7072362,10
Gohir.D08G224700,-4.8704424,-1.0816098,1
Gohir.A10G055300,-3.3329675,1.5310721,4
Gohir.D04G028300,-5.007651,-3.0797026,6
Gohir.A10G077200,-5.272199,3.6301184,9
Gohir.A07G227700,-2.925465,-4.4165597,6
Gohir.D06G171900,11.595679,2.5270305,10
Gohir.A06G146300,13.776531,6.4706836,7
Gohir.A11G067900,-4.5156236,-1.866201,1
Gohir.A11G203700,-5.431195,-3.2552707,6
Gohir.D04G172900,10.153464,6.6901417,10
Gohir.A09G149800,-3.7486546,3.1504805,9
Gohir.D04G015800,-2.2539258,1.2291733,4
Gohir.A07G041500,11.874476,6.88866,7
Gohir.A12G118800,-5.101284,0.1406458,1
Gohir.A05G413200,-3.7605708,-3.100717,6
Gohir.A03G147200,11.893128,3.1586683,10
Gohir.D06G141250,11.082084,4.4491906,10
Gohir.A08G098500,13.527384,5.5241127,10
Gohir.A07G045800,-5.7214537,1.4084123,1
Gohir.D01G053800,-2.90382,-1.4533201,1
Gohir.D11G147300,-3.5004625,0.540535,1
Gohir.A10G058300,13.932269,6.579708,7
Gohir.D03G085266,9.870937,6.67547,10
Gohir.D12G095200,-4.202538,-2.7308333,1
Gohir.A11G263400,14.151409,5.2241554,10
Gohir.D08G267100,-4.4292846,0.40117756,1
Gohir.D07G223000,-5.278771,-3.8042037,6
Gohir.D04G072300,10.380161,3.622445,10
Gohir.A02G164600,13.525424,4.884539,10
Gohir.D13G129900,-6.9551883,1.0163879,1
Gohir.D04G165600,-1.46868,2.798304,5
Gohir.A08G053600,13.103711,2.295763,10
Gohir.D01G045200,13.797016,5.640735,10
Gohir.A12G058200,10.512864,0.08819451,0
Gohir.D07G208200,11.762585,1.0030965,0
Gohir.D03G132400,12.258659,0.7088905,0
Gohir.D04G086000,-5.4864664,1.6809781,1
Gohir.D08G215400,14.220612,3.2776115,10
Gohir.A08G162500,-3.9005032,-1.1743554,1
Gohir.D12G041900,-6.3582344,3.025962,9
Gohir.A03G109700,-4.6668744,-3.7378986,6
Gohir.A08G223300,-2.2081752,3.47244,5
Gohir.D13G018800,12.379564,-0.09049278,0
Gohir.D01G183500,11.978339,3.8663774,10
Gohir.D07G121500,13.328126,3.4218767,10
Gohir.D11G150200,10.3949,3.753399,10
Gohir.A10G075400,-6.5554776,-0.46305582,1
Gohir.D12G197600,-1.9992871,0.12507762,4
Gohir.A04G017300,-6.6531367,-0.29984772,1
Gohir.A03G067100,10.584963,3.4145012,10
Gohir.A13G134866,14.551967,3.4762733,10
Gohir.D02G020780,9.274874,2.103939,10
Gohir.D11G182800,9.866723,3.940242,10
Gohir.A04G137800,10.144762,5.551449,10
Gohir.A05G242500,-2.7923985,-0.9072666,6
Gohir.D12G173500,9.609624,1.8498117,10
Gohir.D12G026600,10.599183,-0.32736668,0
Gohir.D02G128200,9.501058,0.8700522,0
Gohir.A01G203100,-4.2670765,-1.6040423,1
Gohir.A05G345842,-6.574955,0.8912715,1
Gohir.A12G012400,-1.6113075,-2.707713,1
Gohir.A11G149900,13.246134,5.8790264,10
Gohir.A12G178700,9.308494,4.9336467,10
Gohir.D05G366400,-0.46631685,-4.3006296,6
Gohir.D10G163700,14.015148,4.6871276,10
Gohir.D13G003300,-3.2083035,2.2859166,9
Gohir.A07G053000,11.02302,-0.8710494,0
Gohir.D05G124632,11.457225,3.3790083,10
Gohir.A05G187300,-2.5051887,-1.247765,6
Gohir.D07G058200,-6.096771,0.14951928,1
Gohir.D11G005700,-5.47977,2.5929012,9
Gohir.A13G103700,-5.706326,-2.8209753,1
Gohir.D05G081300,-4.062203,-4.4056034,6
Gohir.A13G153132,10.698627,3.3930175,10
Gohir.A04G077500,8.470599,3.5775433,10
Gohir.D12G064100,12.277985,5.1208773,10
Gohir.D04G056200,11.387129,6.7670383,7
Gohir.D11G025525,-5.4842906,4.128311,9
Gohir.D12G064300,12.595156,1.2595224,0
Gohir.A06G086700,-4.8030996,-0.18124992,1
Gohir.D02G134900,13.730822,1.0989659,0
Gohir.A12G261100,10.358208,6.942106,10
Gohir.D05G078200,13.496235,5.6141295,10
Gohir.D03G011800,12.360926,0.5643025,0
Gohir.D02G172200,9.104131,-0.33121938,0
Gohir.D05G137600,13.836995,6.592846,7
Gohir.A12G163200,13.144786,-0.71648014,0
Gohir.D03G041500,-5.386621,-1.0457467,1
Gohir.A02G038302,-1.6523287,2.5460534,5
Gohir.A05G215700,11.858554,3.681687,10
Gohir.D03G157100,12.145061,1.6565336,10
Gohir.D12G211700,12.969012,2.3295896,10
Gohir.D06G002400,-2.010383,0.41155463,4
Gohir.D10G073000,-5.5529156,-0.16671637,1
Gohir.A07G019300,13.938175,7.432065,7
Gohir.A05G167500,11.738793,0.92755616,0
Gohir.A11G297700,-3.5259316,-0.07217332,1
Gohir.D11G038600,-6.717521,1.2331427,1
Gohir.A05G142900,11.273815,4.7109985,10
Gohir.D08G164600,12.89987,5.119042,10
Gohir.A06G054900,13.231112,4.717524,10
Gohir.A07G022253,14.652317,4.2708335,10
Gohir.D03G120300,12.937358,-0.0683466,0
Gohir.A11G321000,-3.0393462,-0.900075,6
Gohir.A09G008900,12.39174,5.564924,10
Gohir.A12G174300,13.580957,5.724292,10
Gohir.D11G250400,11.321253,5.4851537,10
Gohir.D01G057800,13.93938,2.6350365,10
Gohir.D07G149600,14.189719,3.6660256,10
Gohir.A03G110600,-3.8832169,-3.620517,6
Gohir.D13G071800,-6.663837,-2.3026443,1
Gohir.A06G208900,-4.0266433,-0.39080074,1
Gohir.D02G237900,-4.970472,3.255146,9
Gohir.A03G030200,-3.1287935,-4.1087513,6
Gohir.D05G077200,-5.6138663,-2.491603,1
Gohir.D09G188800,-5.0221167,-0.113522306,1
Gohir.D11G333784,-4.2517824,-0.060197845,1
Gohir.A08G181300,-6.133485,-1.2583697,1
Gohir.A13G152500,-4.0721416,-0.13793625,1
Gohir.D06G003500,-2.3759685,-4.19277,6
Gohir.A08G115150,-2.9899254,-3.5540307,6
Gohir.A11G267300,-6.2900863,1.0796849,1
Gohir.A10G082966,-2.9847353,-1.8118998,6
Gohir.D11G029466,-1.6433442,-3.7678246,6
Gohir.D05G156300,-6.1689777,-2.2755709,1
Gohir.D12G166200,12.752062,-0.25599414,0
Gohir.D02G177200,-6.534264,-0.22217971,1
Gohir.D08G144700,-3.065806,-3.425445,6
Gohir.A08G209000,-0.42681813,4.4877224,5
Gohir.D07G141200,-2.8659463,-3.764136,6
Gohir.A02G066100,11.874046,4.4336066,10
Gohir.A03G010400,-5.8888316,-0.06895911,1
Gohir.D09G222300,-5.072789,-0.6939335,1
Gohir.D11G013400,-4.959421,-0.07587204,1
Gohir.A11G050000,-6.520958,-2.2139971,1
Gohir.A11G321300,8.432223,2.8766742,10
Gohir.D01G003000,-6.630147,1.060559,1
Gohir.D13G084900,-6.507124,-1.4534014,1
Gohir.A11G210100,-5.0182686,-3.3628685,6
Gohir.A12G093400,-6.0797834,3.3582504,9
Gohir.D05G344900,-5.762935,3.9937325,9
Gohir.A05G090400,9.016393,1.0648575,0
Gohir.D01G180400,9.25581,3.7384706,10
Gohir.A06G075500,-5.23347,-0.7386842,1
Gohir.A13G048500,-5.916905,3.1320899,9
Gohir.D02G011640,-3.7733421,-2.0929084,6
Gohir.D03G013500,9.778327,4.781984,10
Gohir.D04G067200,13.212374,2.5378754,10
Gohir.D11G245600,-4.1083326,-3.8582377,6
Gohir.A03G111700,-5.624324,-2.8866765,6
Gohir.D09G168700,9.240165,0.6767462,0
Gohir.D04G065800,10.298364,1.6614915,10
Gohir.D13G220050,-6.192136,0.91404516,1
Gohir.D05G379800,-4.850432,-4.1241302,6
Gohir.D02G141700,10.053066,5.794667,10
Gohir.A05G171500,9.766816,4.1805162,10
Gohir.A02G130400,10.394788,6.781766,10
Gohir.A07G039200,-1.8784368,3.9808216,5
Gohir.A02G110200,-4.2315965,4.0649076,9
Gohir.A05G116800,10.793978,5.2949142,10
Gohir.D05G264000,-5.549462,-1.2550294,1
Gohir.A05G249600,-2.027392,-3.555075,6
Gohir.A05G075400,13.497604,5.74094,10
Gohir.A03G141700,10.772634,6.163382,10
Gohir.D05G072300,10.087947,6.948971,10
Gohir.D10G220701,9.214516,1.3100672,0
Gohir.A05G070800,10.545863,0.38130268,0
Gohir.A06G001600,-3.9359605,4.5216446,9
Gohir.D12G108000,13.670739,3.5432146,10
Gohir.A07G146400,11.615578,3.166066,10
Gohir.A10G015680,-5.6626825,-0.21308526,1
Gohir.D01G147700,-5.135995,0.23398125,1
Gohir.D11G331000,12.186487,3.484051,10
Gohir.A04G053078,11.99478,6.1506267,10
Gohir.D10G014400,-3.4747264,-3.7997274,6
Gohir.A06G048800,9.323961,5.0431724,10
Gohir.D10G117000,-4.228658,-2.085697,1
Gohir.A12G271500,-2.3753958,-4.29745,6
Gohir.A09G170300,12.798306,0.687986,0
Gohir.A07G028200,2.0458956,-2.142832,2
Gohir.D09G243300,-4.062151,-4.7388225,6
Gohir.D07G094300,8.916622,4.3321404,10
Gohir.D08G175900,-1.2452788,-4.247681,6
Gohir.D07G069200,11.111657,1.6954341,10
Gohir.D05G218300,-4.1627893,-0.9740643,1
Gohir.A05G113100,-3.6053183,1.2190928,1
Gohir.A02G171100,-5.9064264,3.3816664,9
Gohir.A05G333900,11.770559,4.55244,10
Gohir.A07G000700,3.573568,-0.46014282,3
Gohir.A05G346000,-2.430605,-3.0212796,6
Gohir.D09G005800,14.9880295,2.9722733,10
Gohir.D11G076600,14.342481,7.143486,7
Gohir.A06G160700,-6.553847,2.0243979,1
Gohir.A13G091900,-6.359963,2.5702057,9
Gohir.A07G136300,-3.2604935,-1.1167777,6
Gohir.A05G017600,-6.468721,-0.12684724,1
Gohir.D11G282700,13.573015,3.689577,10
Gohir.A04G022100,-1.8404529,-2.1566508,6
Gohir.D12G046900,-0.86583734,-2.7083776,2
Gohir.D04G023800,-2.1910148,-3.546835,6
Gohir.A04G024132,-3.9613695,-3.393282,6
Gohir.D11G030600,12.288439,1.5378282,10
Gohir.A06G054600,13.911254,4.6599016,10
Gohir.D05G260700,-6.318878,-0.37568754,1
Gohir.A12G251600,10.391031,6.782989,10
Gohir.D07G152500,12.459599,2.8856192,10
Gohir.A10G031300,-4.1641583,1.6148611,1
Gohir.A01G083400,-7.116716,-0.053447567,1
Gohir.A08G171200,11.135476,6.4478297,10
Gohir.A03G075500,14.481373,2.2402139,10
Gohir.A03G100200,10.432327,8.03163,3
Gohir.D12G151000,-1.5911498,0.7171386,4
Gohir.A10G201300,8.994385,1.2231598,0
Gohir.D12G178000,14.526294,2.483613,10
Gohir.A02G026900,-5.203334,-3.498452,6
Gohir.A04G131500,-3.876758,-3.7182376,6
Gohir.D05G088200,-4.850629,-0.8640409,1
Gohir.A04G097100,9.360435,3.7176423,10
Gohir.A02G067200,12.760694,5.7788067,10
Gohir.D07G195300,12.919067,4.2881083,10
Gohir.A12G260900,5.1980186,-0.9255942,11
Gohir.A09G127200,-3.9633973,-2.537726,6
Gohir.A11G115700,-5.7846985,2.6431694,9
Gohir.A11G221800,8.892241,4.41793,10
Gohir.A05G261800,-5.512114,-0.99214697,1
Gohir.D11G283500,-1.8984523,0.38992906,4
Gohir.D09G182500,12.739717,1.0907997,0
Gohir.D04G156500,-3.965352,-4.6350546,6
Gohir.D02G158800,10.591837,6.1945705,10
Gohir.A01G140039,13.117159,1.8025004,0
Gohir.A02G109400,-4.901547,-2.66402,1
Gohir.A13G093800,14.037637,3.6367815,10
Gohir.D04G002900,-3.0871687,-3.5377007,6
Gohir.D10G121800,10.185588,4.3718934,10
Gohir.1Z050480,14.200671,4.481039,10
Gohir.D04G137100,-3.447277,1.1662136,1
Gohir.D12G243200,-6.698049,0.18465073,1
Gohir.D10G201000,-5.7768064,0.8073925,1
Gohir.A07G167800,12.143038,4.668043,10
Gohir.D02G021700,9.606538,1.5786813,10
Gohir.D12G205200,-4.928638,-2.0084043,6
Gohir.A10G232551,-5.8024616,-1.521733,1
Gohir.D03G118800,12.950051,-0.6201103,0
Gohir.A05G257700,-6.501483,2.4644544,9
Gohir.D05G273500,-5.6428313,0.85721093,1
Gohir.A09G214000,-5.3896894,-0.019220777,1
Gohir.A04G059400,-7.446185,0.4073048,1
Gohir.A10G156422,11.328897,3.2822752,10
Gohir.D11G326100,-3.5546126,-2.2611182,6
Gohir.A13G011900,7.3267846,1.3604928,3
Gohir.D01G102047,11.726913,3.9851878,10
Gohir.A12G046500,-3.3591788,1.806929,4
Gohir.D08G026700,11.342671,0.21455315,7
Gohir.D08G225900,-0.62420833,4.3482246,5
Gohir.D10G045200,11.132375,0.73287284,0
Gohir.D09G054600,12.711194,1.556084,0
Gohir.A10G233400,-5.1152034,-1.8083036,1
Gohir.A04G079700,-4.1743536,-1.5799292,1
Gohir.D05G117900,12.330797,3.716117,10
Gohir.D12G170600,12.357613,0.5246732,0
Gohir.A12G220600,11.208032,0.20374429,0
Gohir.D11G245500,-2.8878026,-4.3282847,6
Gohir.A01G024200,-3.909407,-2.207623,6
Gohir.D08G086833,-6.6896152,2.1763256,1
Gohir.D11G013600,-5.0023985,-1.1484361,1
Gohir.D05G168800,14.440102,2.5667953,10
Gohir.A01G059100,11.468446,3.3964605,10
Gohir.A01G211700,11.051862,5.4364,10
Gohir.D09G194700,12.065773,5.929269,10
Gohir.D09G011200,13.394091,1.8461838,10
Gohir.D07G236100,-3.085788,-1.6835696,6
Gohir.A06G031600,-5.4287696,-1.4700716,1
Gohir.A09G094000,-6.2142544,-2.086657,1
Gohir.D08G102300,-3.6285448,0.5259877,1
Gohir.A05G016500,12.4015665,6.5765734,7
Gohir.D12G075000,11.009621,4.36492,10
Gohir.A03G029600,-2.1569386,1.2484633,4
Gohir.D07G228100,14.167557,4.176077,10
Gohir.A10G170600,-0.2837477,1.2804489,4
Gohir.A11G313800,12.158894,1.7336587,10
Gohir.A11G253900,14.604227,4.6295147,10
Gohir.D10G222300,-6.0013003,1.3695407,1
Gohir.D08G142000,-7.10751,0.6211953,1
Gohir.D03G008400,-5.052142,3.8316102,9
Gohir.A05G175200,11.23312,5.600181,10
Gohir.D10G249700,-3.1001077,-2.4564989,6
Gohir.A12G022900,-5.147232,-0.094673745,1
Gohir.A01G047552,11.002363,-0.15393229,0
Gohir.D13G155000,12.682695,3.7548285,10
Gohir.D02G186900,11.519437,3.9569902,10
Gohir.D02G030400,13.427265,5.5070996,10
Gohir.A05G117000,12.967362,4.4405937,10
Gohir.A01G207900,11.818865,4.3211927,10
Gohir.D06G074600,11.975839,1.568383,10
Gohir.D06G012400,13.6586075,3.7994163,10
Gohir.A08G010700,10.605319,3.0992005,10
Gohir.A13G176500,14.028555,4.270184,10
Gohir.A10G122700,10.564773,4.15032,10
Gohir.D06G070900,11.935226,5.8487134,10
Gohir.D05G328000,13.304688,5.8228517,10
Gohir.A08G172700,-2.156939,-2.3497705,6
Gohir.D13G190400,11.569476,5.9693475,10
Gohir.D05G024900,10.577078,1.6337491,10
Gohir.D08G236080,9.479555,0.17240892,0
Gohir.D10G014300,-5.0341883,-3.0015213,6
Gohir.D02G234000,11.939131,2.44712,10
Gohir.D08G239800,12.999753,2.680066,10
Gohir.A08G175300,8.309747,2.3163598,10
Gohir.D09G183800,-4.170727,-2.2825933,6
Gohir.D08G193000,-5.666496,-0.38046455,1
Gohir.A11G197200,-2.9203382,-4.51539,6
Gohir.A05G225300,10.030332,0.28676847,0
Gohir.D05G364300,-3.292196,-1.68145,6
Gohir.A07G176400,-4.689847,3.8006957,9
Gohir.A09G035100,-4.0406,-2.9474247,6
Gohir.D10G141500,-7.097332,0.59960794,1
Gohir.D06G086600,11.057284,3.2272358,10
Gohir.A01G189900,12.971383,3.5053105,10
Gohir.D03G130400,-5.151465,0.21472396,1
Gohir.D12G005800,12.229579,3.5193696,10
Gohir.D11G190400,-4.016649,-4.1912713,6
Gohir.D10G245108,-3.798763,-1.3067702,1
Gohir.A05G235600,-2.2059062,-4.5611672,6
Gohir.D02G073500,13.692496,6.3133674,7
Gohir.A11G030971,10.865517,1.0820237,0
Gohir.A03G152700,12.946073,4.5468545,10
Gohir.A05G088100,-6.8821564,1.865511,1
Gohir.D06G163900,12.915757,4.042763,10
Gohir.D03G102700,-5.178004,1.3597162,1
Gohir.D05G017400,-5.5138483,-3.0510805,1
Gohir.D12G045500,-3.6570961,1.7978066,1
Gohir.A13G013300,12.961135,1.9071343,10
Gohir.D13G076400,11.832686,0.71000963,0
Gohir.A08G026640,-4.654673,-0.6276089,1
Gohir.D04G164900,11.59324,6.148804,10
Gohir.D12G073400,11.917311,5.7070904,10
Gohir.D05G236300,-1.153951,-2.7508256,6
Gohir.D05G217800,13.268604,0.4653273,0
Gohir.D12G223500,12.634092,2.18476,10
Gohir.A13G200900,11.160567,0.5422112,0
Gohir.A03G051200,-3.8459988,-1.4726567,6
Gohir.A09G074100,14.461416,4.251194,10
Gohir.D10G067740,-3.6259954,-2.1325717,6
Gohir.A10G070200,-5.494124,-0.05145675,1
Gohir.A13G145100,9.703833,4.199553,10
Gohir.A13G032600,-3.3905666,-3.949656,6
Gohir.A09G189600,-6.329743,1.6033064,1
Gohir.D11G105100,-6.1280556,2.517769,9
Gohir.A03G173000,0.37363893,-1.2255526,1
Gohir.D09G090100,9.798128,0.3213612,0
Gohir.A08G182500,8.493048,2.6997387,10
Gohir.A11G047100,-2.5605202,1.6169721,4
Gohir.A09G128400,-4.9936137,-2.7050903,6
Gohir.D01G185200,-5.606629,-1.4583496,1
Gohir.A10G126800,-2.746294,-4.9431877,6
Gohir.D05G214600,11.811386,6.735622,7
Gohir.D05G300200,10.728923,5.4084163,10
Gohir.D05G162900,-4.250648,-3.471113,6
Gohir.D02G162400,13.548873,4.448538,10
Gohir.A08G019100,9.823167,1.3425252,0
Gohir.D03G069900,11.222923,0.9112699,0
Gohir.D01G102307,12.228182,3.5081017,10
Gohir.D09G103800,-6.1764884,2.429925,9
Gohir.D05G363800,13.407982,1.7731893,10
Gohir.D05G091100,-5.8879666,-2.7527099,1
Gohir.D02G166700,-5.595177,1.3397065,1
Gohir.A04G039195,10.554598,0.27034566,0
Gohir.A03G035900,12.858147,4.0541677,10
Gohir.D07G204500,-6.349913,-0.4269285,1
Gohir.D05G356700,10.997329,-0.106140606,0
Gohir.D05G134700,11.625647,6.702027,7
Gohir.D05G212100,-5.1914682,-1.8452841,1
Gohir.A02G177300,9.442541,5.001898,10
Gohir.A05G405000,8.498099,2.8660033,10
Gohir.A02G079300,9.717619,3.0474713,10
Gohir.A08G158400,-1.9184937,-2.802241,1
Gohir.A01G113600,-2.2208083,0.9644661,4
Gohir.A10G051200,0.30336735,5.2291574,5
Gohir.A08G226600,10.253916,5.3091283,10
Gohir.D12G264900,11.399561,3.5047836,10
Gohir.D08G201000,8.460669,2.698221,3
Gohir.A13G004600,-4.3258195,-0.79607373,1
Gohir.D11G211800,-3.5777392,-0.33839697,1
Gohir.A04G093300,-5.3869104,1.8725805,9
Gohir.D02G115000,12.453793,3.1124938,10
Gohir.A05G108900,13.773487,3.599653,10
Gohir.D08G029700,10.117848,1.229967,0
Gohir.D05G284600,-5.8319716,-2.9089103,1
Gohir.D10G222400,-6.106067,2.10176,9
Gohir.D13G188100,-4.44095,-1.0732393,1
Gohir.D09G107900,9.870781,5.350013,10
Gohir.D07G107300,12.33079,0.13956037,0
Gohir.A04G118300,-3.9035254,0.56870574,1
Gohir.D06G161300,9.209241,4.6012,10
Gohir.A07G103500,13.656164,0.86609656,0
Gohir.D10G043100,13.793476,3.8987412,10
Gohir.D04G028200,-1.3024772,-4.69614,6
Gohir.A13G225600,-4.6061206,4.5031986,9
Gohir.A08G221638,12.096165,4.444554,10
Gohir.A02G026700,-5.984766,-0.67471766,1
Gohir.A12G118300,-5.8713574,3.545987,9
Gohir.D08G162900,9.863645,4.338503,10
Gohir.D10G056600,4.7269015,-0.6046123,11
Gohir.D13G211952,9.489545,4.2348404,10
Gohir.A11G190200,10.035005,3.5010366,10
Gohir.A13G231600,13.523425,3.999225,10
Gohir.A07G152500,-4.241795,3.807837,9
Gohir.A07G176300,-0.45107996,-3.9106495,6
Gohir.D07G141500,-2.9561534,-0.59640765,4
Gohir.A01G071500,-4.331738,-1.4900725,1
Gohir.D06G197200,-4.8522005,-1.0218282,1
Gohir.D12G091700,9.224969,1.9560183,10
Gohir.A02G000500,-6.0879283,-1.3795123,1
Gohir.A11G026000,-5.2240043,1.7129506,1
Gohir.A05G137101,-4.798587,-3.29828,6
Gohir.D04G031000,9.849001,3.1057258,10
Gohir.D02G181700,13.418899,7.774799,7
Gohir.D03G102200,14.476623,1.4607414,0
Gohir.A03G146400,11.660621,2.4109962,10
Gohir.A03G204400,14.636032,1.9886992,10
Gohir.D04G028400,-2.1458976,-3.542678,6
Gohir.A06G073900,10.117705,7.43113,10
Gohir.A02G046400,10.151215,0.8779084,0
Gohir.D07G064800,13.396295,1.8169142,10
Gohir.A03G171800,-3.2568722,1.7673689,4
Gohir.D07G210000,-5.787517,3.900777,9
Gohir.A05G211300,11.702917,6.885038,7
Gohir.A03G058900,11.063143,7.839918,7
Gohir.D11G188700,10.801883,0.9448616,0
Gohir.A05G240500,11.426215,-0.6646172,0
Gohir.A07G080700,10.625316,6.864494,7
Gohir.A05G085900,11.242988,6.090526,10
Gohir.D08G019600,13.787734,2.4757104,10
Gohir.D05G273900,-5.6463203,0.55509114,1
Gohir.D06G042200,9.48634,-1.6659793,8
Gohir.D06G074400,-4.99407,-0.4402174,1
Gohir.A12G006400,11.109521,4.6866336,10
Gohir.A07G047000,9.654219,4.221119,10
Gohir.D09G066100,11.132145,0.87956667,0
Gohir.D01G127100,-7.118315,1.5692682,1
Gohir.D13G137800,-1.2680136,-3.4954937,6
Gohir.D04G061800,11.656043,5.3924665,10
Gohir.A01G165200,13.960735,7.331911,7
Gohir.A13G229000,-3.8391361,2.898043,9
Gohir.A10G170400,10.785189,2.4075387,10
Gohir.A05G119700,-3.6126158,-2.4306636,6
Gohir.A09G211200,-6.9040017,-0.53877056,1
Gohir.A13G156900,12.582309,-0.024458408,0
Gohir.D11G106000,13.582025,5.897801,7
Gohir.D02G133900,-6.895247,-1.4511033,1
Gohir.1Z049679,11.256748,6.0145016,10
Gohir.D12G030600,12.597867,4.0410743,10
Gohir.D05G291266,12.682567,-0.1847001,0
Gohir.A05G006200,-4.7250676,-3.7733743,6
Gohir.A12G212600,-5.9949265,-1.0314484,1
Gohir.A08G226500,11.653442,1.5482664,10
Gohir.D11G346600,-6.9212008,-1.3977336,1
Gohir.A02G171700,-5.8614407,3.1910307,9
Gohir.D04G153900,-2.4165428,1.4183013,4
Gohir.D12G236800,-2.0734565,-0.99887496,6
Gohir.D05G081100,-2.6972625,1.7205939,1
Gohir.A03G058100,-6.942318,1.1729565,1
Gohir.A13G150900,13.921348,4.7494016,10
Gohir.D08G070900,-5.1577163,-1.2153698,1
